1,10000,0
1,100000,1
1,1000000,2
1,10000000,19
2,10000,4
2,100000,5
2,1000000,19
2,10000000,198
4,10000,5
4,100000,7
4,1000000,132
4,10000000,399
6,10000,7
6,100000,9
6,1000000,42
6,10000000,491
8,10000,9
8,100000,13
8,1000000,62
8,10000000,789
10,10000,9
10,100000,18
10,1000000,63
10,10000000,1033
