1,10000,0
1,100000,1
1,1000000,2
1,10000000,19
2,10000,4
2,100000,5
2,1000000,24
2,10000000,224
4,10000,5
4,100000,6
4,1000000,30
4,10000000,435
6,10000,8
6,100000,12
6,1000000,62
6,10000000,494
8,10000,4
8,100000,15
8,1000000,87
8,10000000,1364
10,10000,17
10,100000,22
10,1000000,90
10,10000000,825
